Local time,Open,High,Low,Close,Volume
24.07.2025 23:51:00.000 GMT-0500,1.17406,1.17419,1.17406,1.17415,82110
24.07.2025 23:52:00.000 GMT-0500,1.17413,1.17420,1.17409,1.17409,36690
24.07.2025 23:53:00.000 GMT-0500,1.17409,1.17419,1.17409,1.17418,25680
24.07.2025 23:54:00.000 GMT-0500,1.17415,1.17415,1.17408,1.17411,17490
24.07.2025 23:55:00.000 GMT-0500,1.17410,1.17420,1.17409,1.17418,17040
24.07.2025 23:56:00.000 GMT-0500,1.17421,1.17424,1.17418,1.17421,18960
24.07.2025 23:57:00.000 GMT-0500,1.17420,1.17420,1.17402,1.17403,57450
24.07.2025 23:58:00.000 GMT-0500,1.17402,1.17405,1.17396,1.17398,38790
24.07.2025 23:59:00.000 GMT-0500,1.17399,1.17405,1.17397,1.17399,62910
25.07.2025 00:00:00.000 GMT-0500,1.17399,1.17417,1.17397,1.17413,43560
25.07.2025 00:01:00.000 GMT-0500,1.17413,1.17416,1.17406,1.17410,34260
25.07.2025 00:02:00.000 GMT-0500,1.17408,1.17416,1.17404,1.17410,82800
25.07.2025 00:03:00.000 GMT-0500,1.17410,1.17421,1.17409,1.17414,75900
25.07.2025 00:04:00.000 GMT-0500,1.17413,1.17421,1.17410,1.17419,210960.01
25.07.2025 00:05:00.000 GMT-0500,1.17420,1.17421,1.17413,1.17414,112950
25.07.2025 00:06:00.000 GMT-0500,1.17413,1.17414,1.17405,1.17409,38430
25.07.2025 00:07:00.000 GMT-0500,1.17411,1.17418,1.17409,1.17411,27900
25.07.2025 00:08:00.000 GMT-0500,1.17412,1.17412,1.17405,1.17406,55890
25.07.2025 00:09:00.000 GMT-0500,1.17406,1.17415,1.17399,1.17402,75600
25.07.2025 00:10:00.000 GMT-0500,1.17400,1.17401,1.17383,1.17387,118800
25.07.2025 00:11:00.000 GMT-0500,1.17387,1.17387,1.17373,1.17378,35220
25.07.2025 00:12:00.000 GMT-0500,1.17378,1.17388,1.17372,1.17379,39040
25.07.2025 00:13:00.000 GMT-0500,1.17379,1.17391,1.17371,1.17391,40470
25.07.2025 00:14:00.000 GMT-0500,1.17389,1.17401,1.17389,1.17401,27090
25.07.2025 00:15:00.000 GMT-0500,1.17399,1.17399,1.17389,1.17393,20700
25.07.2025 00:16:00.000 GMT-0500,1.17396,1.17398,1.17392,1.17396,16980
25.07.2025 00:17:00.000 GMT-0500,1.17400,1.17406,1.17398,1.17406,6300
25.07.2025 00:18:00.000 GMT-0500,1.17403,1.17405,1.17391,1.17391,17100
25.07.2025 00:19:00.000 GMT-0500,1.17392,1.17392,1.17380,1.17386,24090
25.07.2025 00:20:00.000 GMT-0500,1.17384,1.17394,1.17383,1.17391,29700
25.07.2025 00:21:00.000 GMT-0500,1.17396,1.17401,1.17396,1.17400,43920
25.07.2025 00:22:00.000 GMT-0500,1.17402,1.17403,1.17395,1.17402,45540
25.07.2025 00:23:00.000 GMT-0500,1.17401,1.17401,1.17395,1.17398,46890
25.07.2025 00:24:00.000 GMT-0500,1.17399,1.17411,1.17394,1.17410,106320
25.07.2025 00:25:00.000 GMT-0500,1.17411,1.17414,1.17407,1.17412,44280
25.07.2025 00:26:00.000 GMT-0500,1.17412,1.17415,1.17405,1.17410,39600
25.07.2025 00:27:00.000 GMT-0500,1.17408,1.17414,1.17402,1.17412,63990
25.07.2025 00:28:00.000 GMT-0500,1.17412,1.17417,1.17410,1.17412,45540
25.07.2025 00:29:00.000 GMT-0500,1.17412,1.17413,1.17410,1.17411,10800
25.07.2025 00:30:00.000 GMT-0500,1.17411,1.17425,1.17411,1.17413,57600
25.07.2025 00:31:00.000 GMT-0500,1.17416,1.17418,1.17407,1.17409,23400
25.07.2025 00:32:00.000 GMT-0500,1.17406,1.17416,1.17405,1.17412,21600
25.07.2025 00:33:00.000 GMT-0500,1.17411,1.17415,1.17401,1.17402,30600
25.07.2025 00:34:00.000 GMT-0500,1.17400,1.17404,1.17396,1.17404,24390
25.07.2025 00:35:00.000 GMT-0500,1.17401,1.17422,1.17401,1.17422,27450
25.07.2025 00:36:00.000 GMT-0500,1.17420,1.17424,1.17419,1.17423,14490
25.07.2025 00:37:00.000 GMT-0500,1.17421,1.17436,1.17420,1.17428,54900
25.07.2025 00:38:00.000 GMT-0500,1.17429,1.17450,1.17429,1.17438,55020
25.07.2025 00:39:00.000 GMT-0500,1.17436,1.17444,1.17436,1.17437,87420
25.07.2025 00:40:00.000 GMT-0500,1.17437,1.17445,1.17436,1.17443,42300
25.07.2025 00:41:00.000 GMT-0500,1.17442,1.17442,1.17430,1.17439,29700
25.07.2025 00:42:00.000 GMT-0500,1.17443,1.17446,1.17437,1.17444,26100
25.07.2025 00:43:00.000 GMT-0500,1.17443,1.17454,1.17443,1.17454,16200
25.07.2025 00:44:00.000 GMT-0500,1.17453,1.17456,1.17443,1.17448,19500
25.07.2025 00:45:00.000 GMT-0500,1.17446,1.17446,1.17439,1.17439,14310
25.07.2025 00:46:00.000 GMT-0500,1.17438,1.17441,1.17432,1.17432,11880
25.07.2025 00:47:00.000 GMT-0500,1.17428,1.17439,1.17427,1.17435,26100
25.07.2025 00:48:00.000 GMT-0500,1.17437,1.17444,1.17435,1.17440,12600
25.07.2025 00:49:00.000 GMT-0500,1.17437,1.17444,1.17436,1.17442,26190
25.07.2025 00:50:00.000 GMT-0500,1.17444,1.17444,1.17438,1.17443,24300
25.07.2025 00:51:00.000 GMT-0500,1.17442,1.17444,1.17438,1.17442,18000
25.07.2025 00:52:00.000 GMT-0500,1.17443,1.17445,1.17440,1.17443,16200
25.07.2025 00:53:00.000 GMT-0500,1.17442,1.17454,1.17442,1.17452,34320
25.07.2025 00:54:00.000 GMT-0500,1.17452,1.17452,1.17446,1.17451,33300
25.07.2025 00:55:00.000 GMT-0500,1.17453,1.17491,1.17453,1.17463,297510.01
25.07.2025 00:56:00.000 GMT-0500,1.17464,1.17472,1.17447,1.17459,144539.99
25.07.2025 00:57:00.000 GMT-0500,1.17457,1.17471,1.17452,1.17464,63900
25.07.2025 00:58:00.000 GMT-0500,1.17466,1.17482,1.17466,1.17470,68400
25.07.2025 00:59:00.000 GMT-0500,1.17471,1.17473,1.17464,1.17468,79650
25.07.2025 01:00:00.000 GMT-0500,1.17464,1.17492,1.17453,1.17482,122820
25.07.2025 01:01:00.000 GMT-0500,1.17481,1.17492,1.17476,1.17477,61890
25.07.2025 01:02:00.000 GMT-0500,1.17481,1.17484,1.17466,1.17478,86400
25.07.2025 01:03:00.000 GMT-0500,1.17476,1.17487,1.17471,1.17486,64560
25.07.2025 01:04:00.000 GMT-0500,1.17487,1.17502,1.17482,1.17500,54060
25.07.2025 01:05:00.000 GMT-0500,1.17497,1.17523,1.17493,1.17506,108810
25.07.2025 01:06:00.000 GMT-0500,1.17510,1.17510,1.17479,1.17483,67500
25.07.2025 01:07:00.000 GMT-0500,1.17483,1.17488,1.17474,1.17478,44550
25.07.2025 01:08:00.000 GMT-0500,1.17476,1.17478,1.17461,1.17466,75480
25.07.2025 01:09:00.000 GMT-0500,1.17465,1.17467,1.17456,1.17456,34200
25.07.2025 01:10:00.000 GMT-0500,1.17455,1.17457,1.17434,1.17442,86640
25.07.2025 01:11:00.000 GMT-0500,1.17440,1.17440,1.17415,1.17431,89010
25.07.2025 01:12:00.000 GMT-0500,1.17431,1.17431,1.17423,1.17423,41490
25.07.2025 01:13:00.000 GMT-0500,1.17424,1.17478,1.17424,1.17476,110790
25.07.2025 01:14:00.000 GMT-0500,1.17475,1.17475,1.17466,1.17468,97500
25.07.2025 01:15:00.000 GMT-0500,1.17465,1.17471,1.17463,1.17468,33300
25.07.2025 01:16:00.000 GMT-0500,1.17471,1.17478,1.17463,1.17469,61830
25.07.2025 01:17:00.000 GMT-0500,1.17469,1.17493,1.17469,1.17473,57420
25.07.2025 01:18:00.000 GMT-0500,1.17473,1.17491,1.17473,1.17488,55830
25.07.2025 01:19:00.000 GMT-0500,1.17487,1.17492,1.17480,1.17481,74430
25.07.2025 01:20:00.000 GMT-0500,1.17480,1.17487,1.17456,1.17467,87120
25.07.2025 01:21:00.000 GMT-0500,1.17471,1.17479,1.17466,1.17477,58590
25.07.2025 01:22:00.000 GMT-0500,1.17478,1.17485,1.17468,1.17469,53550
25.07.2025 01:23:00.000 GMT-0500,1.17468,1.17478,1.17461,1.17470,58950
25.07.2025 01:24:00.000 GMT-0500,1.17468,1.17476,1.17458,1.17462,52200
25.07.2025 01:25:00.000 GMT-0500,1.17462,1.17463,1.17446,1.17463,36000
25.07.2025 01:26:00.000 GMT-0500,1.17465,1.17476,1.17464,1.17473,22500
25.07.2025 01:27:00.000 GMT-0500,1.17477,1.17495,1.17476,1.17494,44100
25.07.2025 01:28:00.000 GMT-0500,1.17493,1.17499,1.17480,1.17491,43650
25.07.2025 01:29:00.000 GMT-0500,1.17490,1.17496,1.17486,1.17491,120240
25.07.2025 01:30:00.000 GMT-0500,1.17492,1.17511,1.17492,1.17498,107670
25.07.2025 01:31:00.000 GMT-0500,1.17498,1.17499,1.17490,1.17498,61200
25.07.2025 01:32:00.000 GMT-0500,1.17495,1.17503,1.17488,1.17497,69510
25.07.2025 01:33:00.000 GMT-0500,1.17498,1.17533,1.17494,1.17532,126900
25.07.2025 01:34:00.000 GMT-0500,1.17532,1.17571,1.17531,1.17568,150420
25.07.2025 01:35:00.000 GMT-0500,1.17567,1.17597,1.17563,1.17596,132210.01
25.07.2025 01:36:00.000 GMT-0500,1.17595,1.17609,1.17595,1.17599,134190
25.07.2025 01:37:00.000 GMT-0500,1.17598,1.17599,1.17567,1.17582,102390
25.07.2025 01:38:00.000 GMT-0500,1.17581,1.17591,1.17577,1.17577,43650
25.07.2025 01:39:00.000 GMT-0500,1.17575,1.17597,1.17575,1.17591,52230
25.07.2025 01:40:00.000 GMT-0500,1.17591,1.17593,1.17576,1.17578,67230
25.07.2025 01:41:00.000 GMT-0500,1.17576,1.17592,1.17574,1.17578,58140
25.07.2025 01:42:00.000 GMT-0500,1.17579,1.17597,1.17579,1.17594,39600
25.07.2025 01:43:00.000 GMT-0500,1.17590,1.17590,1.17570,1.17573,34650
25.07.2025 01:44:00.000 GMT-0500,1.17574,1.17594,1.17571,1.17583,30360
25.07.2025 01:45:00.000 GMT-0500,1.17581,1.17585,1.17575,1.17582,29700
25.07.2025 01:46:00.000 GMT-0500,1.17578,1.17582,1.17575,1.17577,26850
25.07.2025 01:47:00.000 GMT-0500,1.17579,1.17579,1.17564,1.17564,32130
25.07.2025 01:48:00.000 GMT-0500,1.17563,1.17563,1.17545,1.17551,65250
25.07.2025 01:49:00.000 GMT-0500,1.17549,1.17553,1.17534,1.17538,60750
25.07.2025 01:50:00.000 GMT-0500,1.17538,1.17542,1.17531,1.17533,35550
25.07.2025 01:51:00.000 GMT-0500,1.17531,1.17540,1.17528,1.17536,33390
25.07.2025 01:52:00.000 GMT-0500,1.17538,1.17541,1.17524,1.17531,33030
25.07.2025 01:53:00.000 GMT-0500,1.17529,1.17529,1.17500,1.17503,59940
25.07.2025 01:54:00.000 GMT-0500,1.17506,1.17513,1.17501,1.17508,78450
25.07.2025 01:55:00.000 GMT-0500,1.17512,1.17513,1.17502,1.17503,87750
25.07.2025 01:56:00.000 GMT-0500,1.17502,1.17502,1.17479,1.17482,124950
25.07.2025 01:57:00.000 GMT-0500,1.17482,1.17493,1.17479,1.17484,179970
25.07.2025 01:58:00.000 GMT-0500,1.17485,1.17491,1.17472,1.17473,148050
25.07.2025 01:59:00.000 GMT-0500,1.17476,1.17481,1.17468,1.17476,179730
25.07.2025 02:00:00.000 GMT-0500,1.17476,1.17515,1.17475,1.17507,102930
25.07.2025 02:01:00.000 GMT-0500,1.17508,1.17514,1.17497,1.17502,70860
25.07.2025 02:02:00.000 GMT-0500,1.17502,1.17514,1.17501,1.17512,62460
25.07.2025 02:03:00.000 GMT-0500,1.17513,1.17519,1.17509,1.17510,42000
25.07.2025 02:04:00.000 GMT-0500,1.17513,1.17513,1.17488,1.17508,97140
25.07.2025 02:05:00.000 GMT-0500,1.17508,1.17537,1.17507,1.17533,129240.01
25.07.2025 02:06:00.000 GMT-0500,1.17536,1.17548,1.17525,1.17525,182009.99
25.07.2025 02:07:00.000 GMT-0500,1.17525,1.17525,1.17503,1.17504,126180
25.07.2025 02:08:00.000 GMT-0500,1.17502,1.17514,1.17501,1.17502,73440
25.07.2025 02:09:00.000 GMT-0500,1.17502,1.17519,1.17502,1.17519,53190
25.07.2025 02:10:00.000 GMT-0500,1.17522,1.17527,1.17508,1.17509,67500
25.07.2025 02:11:00.000 GMT-0500,1.17505,1.17520,1.17491,1.17519,128070.01
25.07.2025 02:12:00.000 GMT-0500,1.17520,1.17539,1.17519,1.17519,135899.99
25.07.2025 02:13:00.000 GMT-0500,1.17517,1.17552,1.17513,1.17546,71640
25.07.2025 02:14:00.000 GMT-0500,1.17546,1.17558,1.17545,1.17552,92700
25.07.2025 02:15:00.000 GMT-0500,1.17554,1.17578,1.17554,1.17577,113130
25.07.2025 02:16:00.000 GMT-0500,1.17579,1.17586,1.17571,1.17573,148770
25.07.2025 02:17:00.000 GMT-0500,1.17572,1.17572,1.17534,1.17536,84930
25.07.2025 02:18:00.000 GMT-0500,1.17536,1.17547,1.17527,1.17546,105750
25.07.2025 02:19:00.000 GMT-0500,1.17543,1.17553,1.17533,1.17547,103950
25.07.2025 02:20:00.000 GMT-0500,1.17547,1.17547,1.17511,1.17516,106200
25.07.2025 02:21:00.000 GMT-0500,1.17515,1.17532,1.17503,1.17532,87930
25.07.2025 02:22:00.000 GMT-0500,1.17532,1.17540,1.17522,1.17525,65100
25.07.2025 02:23:00.000 GMT-0500,1.17524,1.17524,1.17509,1.17512,32940
25.07.2025 02:24:00.000 GMT-0500,1.17514,1.17540,1.17513,1.17537,55200
25.07.2025 02:25:00.000 GMT-0500,1.17537,1.17537,1.17513,1.17525,107520
25.07.2025 02:26:00.000 GMT-0500,1.17525,1.17525,1.17505,1.17510,58800
25.07.2025 02:27:00.000 GMT-0500,1.17511,1.17521,1.17504,1.17521,55200
25.07.2025 02:28:00.000 GMT-0500,1.17520,1.17520,1.17503,1.17512,68040
25.07.2025 02:29:00.000 GMT-0500,1.17513,1.17527,1.17513,1.17521,113580
25.07.2025 02:30:00.000 GMT-0500,1.17522,1.17526,1.17512,1.17522,139350.01
25.07.2025 02:31:00.000 GMT-0500,1.17521,1.17534,1.17519,1.17532,103770
25.07.2025 02:32:00.000 GMT-0500,1.17533,1.17555,1.17523,1.17533,84220
25.07.2025 02:33:00.000 GMT-0500,1.17533,1.17542,1.17526,1.17531,83550
25.07.2025 02:34:00.000 GMT-0500,1.17534,1.17553,1.17529,1.17553,91680
25.07.2025 02:35:00.000 GMT-0500,1.17552,1.17576,1.17547,1.17576,124770
25.07.2025 02:36:00.000 GMT-0500,1.17576,1.17583,1.17565,1.17572,115410
25.07.2025 02:37:00.000 GMT-0500,1.17572,1.17591,1.17571,1.17588,108860
25.07.2025 02:38:00.000 GMT-0500,1.17585,1.17592,1.17583,1.17583,57030
25.07.2025 02:39:00.000 GMT-0500,1.17585,1.17585,1.17548,1.17549,66480
25.07.2025 02:40:00.000 GMT-0500,1.17551,1.17559,1.17542,1.17554,51390
25.07.2025 02:41:00.000 GMT-0500,1.17554,1.17572,1.17544,1.17560,114570
25.07.2025 02:42:00.000 GMT-0500,1.17561,1.17587,1.17561,1.17571,121800
25.07.2025 02:43:00.000 GMT-0500,1.17578,1.17582,1.17572,1.17572,88950
25.07.2025 02:44:00.000 GMT-0500,1.17573,1.17583,1.17557,1.17560,118020
25.07.2025 02:45:00.000 GMT-0500,1.17561,1.17578,1.17552,1.17553,131039.99
25.07.2025 02:46:00.000 GMT-0500,1.17553,1.17571,1.17552,1.17571,120990
25.07.2025 02:47:00.000 GMT-0500,1.17572,1.17578,1.17536,1.17536,147840
25.07.2025 02:48:00.000 GMT-0500,1.17536,1.17542,1.17524,1.17542,106350
25.07.2025 02:49:00.000 GMT-0500,1.17541,1.17551,1.17537,1.17541,120150
25.07.2025 02:50:00.000 GMT-0500,1.17543,1.17544,1.17538,1.17540,73350
25.07.2025 02:51:00.000 GMT-0500,1.17542,1.17542,1.17504,1.17515,78300
25.07.2025 02:52:00.000 GMT-0500,1.17516,1.17532,1.17512,1.17526,73710
25.07.2025 02:53:00.000 GMT-0500,1.17528,1.17530,1.17495,1.17502,81450
25.07.2025 02:54:00.000 GMT-0500,1.17500,1.17512,1.17495,1.17509,85590
25.07.2025 02:55:00.000 GMT-0500,1.17507,1.17530,1.17505,1.17506,124560
25.07.2025 02:56:00.000 GMT-0500,1.17507,1.17525,1.17507,1.17522,116220
25.07.2025 02:57:00.000 GMT-0500,1.17522,1.17529,1.17517,1.17526,102450
25.07.2025 02:58:00.000 GMT-0500,1.17528,1.17530,1.17516,1.17527,123780
25.07.2025 02:59:00.000 GMT-0500,1.17527,1.17546,1.17520,1.17524,146550
25.07.2025 03:00:00.000 GMT-0500,1.17524,1.17555,1.17521,1.17541,163860
25.07.2025 03:01:00.000 GMT-0500,1.17541,1.17552,1.17538,1.17547,187830
25.07.2025 03:02:00.000 GMT-0500,1.17546,1.17558,1.17541,1.17558,104610
25.07.2025 03:03:00.000 GMT-0500,1.17561,1.17569,1.17549,1.17549,67440
25.07.2025 03:04:00.000 GMT-0500,1.17549,1.17578,1.17517,1.17519,204009.99
25.07.2025 03:05:00.000 GMT-0500,1.17519,1.17543,1.17519,1.17537,81120
25.07.2025 03:06:00.000 GMT-0500,1.17539,1.17543,1.17489,1.17494,108840
25.07.2025 03:07:00.000 GMT-0500,1.17492,1.17500,1.17484,1.17495,150450
25.07.2025 03:08:00.000 GMT-0500,1.17494,1.17519,1.17490,1.17517,115200
25.07.2025 03:09:00.000 GMT-0500,1.17518,1.17518,1.17491,1.17492,140009.99
25.07.2025 03:10:00.000 GMT-0500,1.17491,1.17506,1.17468,1.17468,121740
25.07.2025 03:11:00.000 GMT-0500,1.17468,1.17471,1.17450,1.17454,142710.01
25.07.2025 03:12:00.000 GMT-0500,1.17453,1.17470,1.17452,1.17453,94110
25.07.2025 03:13:00.000 GMT-0500,1.17452,1.17457,1.17449,1.17452,49500
25.07.2025 03:14:00.000 GMT-0500,1.17451,1.17455,1.17417,1.17437,136860
25.07.2025 03:15:00.000 GMT-0500,1.17435,1.17440,1.17427,1.17430,96750
25.07.2025 03:16:00.000 GMT-0500,1.17429,1.17429,1.17413,1.17427,126540
25.07.2025 03:17:00.000 GMT-0500,1.17426,1.17453,1.17426,1.17447,375030
25.07.2025 03:18:00.000 GMT-0500,1.17446,1.17450,1.17438,1.17440,62370
25.07.2025 03:19:00.000 GMT-0500,1.17441,1.17444,1.17434,1.17440,51990
25.07.2025 03:20:00.000 GMT-0500,1.17440,1.17445,1.17436,1.17439,72570
25.07.2025 03:21:00.000 GMT-0500,1.17436,1.17442,1.17427,1.17431,100350
25.07.2025 03:22:00.000 GMT-0500,1.17430,1.17443,1.17429,1.17437,102750
25.07.2025 03:23:00.000 GMT-0500,1.17437,1.17442,1.17428,1.17435,102660
25.07.2025 03:24:00.000 GMT-0500,1.17434,1.17441,1.17427,1.17433,88450
25.07.2025 03:25:00.000 GMT-0500,1.17432,1.17435,1.17424,1.17429,51540
25.07.2025 03:26:00.000 GMT-0500,1.17427,1.17447,1.17427,1.17446,66900
25.07.2025 03:27:00.000 GMT-0500,1.17447,1.17461,1.17444,1.17460,55650
25.07.2025 03:28:00.000 GMT-0500,1.17461,1.17461,1.17449,1.17451,54000
25.07.2025 03:29:00.000 GMT-0500,1.17446,1.17472,1.17446,1.17462,110520
25.07.2025 03:30:00.000 GMT-0500,1.17465,1.17480,1.17457,1.17479,99630
25.07.2025 03:31:00.000 GMT-0500,1.17478,1.17489,1.17473,1.17478,94740
25.07.2025 03:32:00.000 GMT-0500,1.17478,1.17496,1.17478,1.17485,96330
25.07.2025 03:33:00.000 GMT-0500,1.17484,1.17497,1.17476,1.17492,112860
25.07.2025 03:34:00.000 GMT-0500,1.17492,1.17508,1.17492,1.17499,188310
25.07.2025 03:35:00.000 GMT-0500,1.17501,1.17509,1.17489,1.17491,213750
25.07.2025 03:36:00.000 GMT-0500,1.17490,1.17495,1.17469,1.17469,145649.99
25.07.2025 03:37:00.000 GMT-0500,1.17465,1.17484,1.17465,1.17471,104250
25.07.2025 03:38:00.000 GMT-0500,1.17474,1.17481,1.17471,1.17478,50250
25.07.2025 03:39:00.000 GMT-0500,1.17479,1.17499,1.17477,1.17497,142140
25.07.2025 03:40:00.000 GMT-0500,1.17496,1.17509,1.17478,1.17507,128789.99
25.07.2025 03:41:00.000 GMT-0500,1.17507,1.17513,1.17500,1.17504,47430
25.07.2025 03:42:00.000 GMT-0500,1.17507,1.17508,1.17485,1.17485,56550
25.07.2025 03:43:00.000 GMT-0500,1.17485,1.17498,1.17480,1.17490,189690
25.07.2025 03:44:00.000 GMT-0500,1.17490,1.17491,1.17479,1.17479,333359.99
25.07.2025 03:45:00.000 GMT-0500,1.17480,1.17483,1.17471,1.17480,71070
25.07.2025 03:46:00.000 GMT-0500,1.17482,1.17487,1.17472,1.17478,141630
25.07.2025 03:47:00.000 GMT-0500,1.17479,1.17487,1.17479,1.17484,132990.01
25.07.2025 03:48:00.000 GMT-0500,1.17483,1.17486,1.17474,1.17484,121050
25.07.2025 03:49:00.000 GMT-0500,1.17486,1.17486,1.17465,1.17470,81690
25.07.2025 03:50:00.000 GMT-0500,1.17470,1.17476,1.17467,1.17467,47790
25.07.2025 03:51:00.000 GMT-0500,1.17469,1.17470,1.17450,1.17457,30240
25.07.2025 03:52:00.000 GMT-0500,1.17456,1.17457,1.17443,1.17445,48690
25.07.2025 03:53:00.000 GMT-0500,1.17443,1.17448,1.17434,1.17444,57600
25.07.2025 03:54:00.000 GMT-0500,1.17447,1.17455,1.17443,1.17450,57240
25.07.2025 03:55:00.000 GMT-0500,1.17448,1.17448,1.17431,1.17433,67500
25.07.2025 03:56:00.000 GMT-0500,1.17432,1.17434,1.17416,1.17421,96210
25.07.2025 03:57:00.000 GMT-0500,1.17422,1.17425,1.17416,1.17420,114750
25.07.2025 03:58:00.000 GMT-0500,1.17420,1.17430,1.17417,1.17420,105750
25.07.2025 03:59:00.000 GMT-0500,1.17420,1.17432,1.17420,1.17430,66540
25.07.2025 04:00:00.000 GMT-0500,1.17430,1.17431,1.17413,1.17428,149820.01
25.07.2025 04:01:00.000 GMT-0500,1.17429,1.17434,1.17414,1.17423,79980
25.07.2025 04:02:00.000 GMT-0500,1.17421,1.17427,1.17414,1.17421,91800
25.07.2025 04:03:00.000 GMT-0500,1.17419,1.17419,1.17406,1.17412,36450
25.07.2025 04:04:00.000 GMT-0500,1.17413,1.17420,1.17397,1.17409,94350
25.07.2025 04:05:00.000 GMT-0500,1.17411,1.17414,1.17407,1.17407,32850
25.07.2025 04:06:00.000 GMT-0500,1.17408,1.17408,1.17382,1.17382,78750
25.07.2025 04:07:00.000 GMT-0500,1.17381,1.17381,1.17331,1.17341,151020
25.07.2025 04:08:00.000 GMT-0500,1.17337,1.17353,1.17331,1.17343,112590
25.07.2025 04:09:00.000 GMT-0500,1.17342,1.17348,1.17329,1.17330,88770
25.07.2025 04:10:00.000 GMT-0500,1.17331,1.17349,1.17327,1.17338,146640
25.07.2025 04:11:00.000 GMT-0500,1.17337,1.17349,1.17331,1.17349,85170
25.07.2025 04:12:00.000 GMT-0500,1.17348,1.17363,1.17348,1.17362,66240
25.07.2025 04:13:00.000 GMT-0500,1.17362,1.17378,1.17362,1.17372,63390
25.07.2025 04:14:00.000 GMT-0500,1.17370,1.17371,1.17358,1.17358,61920
25.07.2025 04:15:00.000 GMT-0500,1.17356,1.17372,1.17354,1.17371,67440
25.07.2025 04:16:00.000 GMT-0500,1.17371,1.17388,1.17343,1.17343,101550
25.07.2025 04:17:00.000 GMT-0500,1.17344,1.17345,1.17331,1.17337,65730
25.07.2025 04:18:00.000 GMT-0500,1.17338,1.17355,1.17335,1.17355,59250
25.07.2025 04:19:00.000 GMT-0500,1.17356,1.17358,1.17342,1.17347,123030
25.07.2025 04:20:00.000 GMT-0500,1.17347,1.17373,1.17344,1.17372,62280
25.07.2025 04:21:00.000 GMT-0500,1.17372,1.17386,1.17372,1.17381,35760
25.07.2025 04:22:00.000 GMT-0500,1.17381,1.17393,1.17379,1.17393,42840
25.07.2025 04:23:00.000 GMT-0500,1.17393,1.17394,1.17379,1.17385,88440
25.07.2025 04:24:00.000 GMT-0500,1.17386,1.17386,1.17369,1.17382,80460
25.07.2025 04:25:00.000 GMT-0500,1.17381,1.17382,1.17373,1.17377,54990
25.07.2025 04:26:00.000 GMT-0500,1.17376,1.17376,1.17367,1.17371,23040
25.07.2025 04:27:00.000 GMT-0500,1.17371,1.17374,1.17361,1.17371,53400
25.07.2025 04:28:00.000 GMT-0500,1.17371,1.17374,1.17359,1.17359,89580
25.07.2025 04:29:00.000 GMT-0500,1.17360,1.17369,1.17360,1.17368,36000
25.07.2025 04:30:00.000 GMT-0500,1.17365,1.17367,1.17350,1.17367,113700
25.07.2025 04:31:00.000 GMT-0500,1.17366,1.17373,1.17366,1.17372,41580
25.07.2025 04:32:00.000 GMT-0500,1.17373,1.17392,1.17360,1.17390,76260
25.07.2025 04:33:00.000 GMT-0500,1.17390,1.17396,1.17378,1.17386,104310
25.07.2025 04:34:00.000 GMT-0500,1.17386,1.17392,1.17382,1.17386,54390
25.07.2025 04:35:00.000 GMT-0500,1.17386,1.17387,1.17378,1.17378,62910
25.07.2025 04:36:00.000 GMT-0500,1.17376,1.17383,1.17371,1.17373,64380
25.07.2025 04:37:00.000 GMT-0500,1.17374,1.17380,1.17367,1.17367,43820
25.07.2025 04:38:00.000 GMT-0500,1.17369,1.17382,1.17369,1.17379,29700
25.07.2025 04:39:00.000 GMT-0500,1.17380,1.17380,1.17367,1.17378,31050
25.07.2025 04:40:00.000 GMT-0500,1.17377,1.17377,1.17366,1.17371,30150
25.07.2025 04:41:00.000 GMT-0500,1.17372,1.17373,1.17366,1.17368,24000
25.07.2025 04:42:00.000 GMT-0500,1.17366,1.17368,1.17361,1.17361,54990
25.07.2025 04:43:00.000 GMT-0500,1.17362,1.17371,1.17358,1.17370,39690
25.07.2025 04:44:00.000 GMT-0500,1.17371,1.17372,1.17366,1.17366,37440
25.07.2025 04:45:00.000 GMT-0500,1.17365,1.17369,1.17358,1.17362,29340
25.07.2025 04:46:00.000 GMT-0500,1.17362,1.17367,1.17361,1.17363,38550
25.07.2025 04:47:00.000 GMT-0500,1.17362,1.17366,1.17353,1.17353,41670
25.07.2025 04:48:00.000 GMT-0500,1.17355,1.17373,1.17353,1.17364,46800
25.07.2025 04:49:00.000 GMT-0500,1.17367,1.17368,1.17357,1.17357,38250
25.07.2025 04:50:00.000 GMT-0500,1.17357,1.17362,1.17338,1.17339,57690
25.07.2025 04:51:00.000 GMT-0500,1.17340,1.17353,1.17334,1.17342,73680
25.07.2025 04:52:00.000 GMT-0500,1.17343,1.17354,1.17342,1.17344,42330
25.07.2025 04:53:00.000 GMT-0500,1.17342,1.17346,1.17330,1.17330,45000
25.07.2025 04:54:00.000 GMT-0500,1.17335,1.17352,1.17331,1.17347,94590
25.07.2025 04:55:00.000 GMT-0500,1.17351,1.17361,1.17349,1.17353,45210
25.07.2025 04:56:00.000 GMT-0500,1.17351,1.17353,1.17344,1.17346,91830
25.07.2025 04:57:00.000 GMT-0500,1.17348,1.17349,1.17333,1.17337,47520
25.07.2025 04:58:00.000 GMT-0500,1.17336,1.17354,1.17336,1.17347,57600
25.07.2025 04:59:00.000 GMT-0500,1.17348,1.17353,1.17347,1.17349,36000
